uid;error_id;start_vid;end_vid;error_val;type;level;geom
162127-165108;;162127;165108;0;No error;5;0104000020E6100000020000000101000000A4124317F9DB62404A737511F0E240C0010100000037267ACFF7DB6240D9D138D4EFE240C0
144286-1403158;;144286;1403158;0;No error;5;0104000020E610000002000000010100000024AEADE9CBE56240C2137AFD49E540C001010000001BEAC1EEC5E5624003FDCFAB4BE540C0
144589-127158;;144589;127158;0;No error;5;0104000020E6100000020000000101000000E810DD5835DF624006A3EDF373E340C00101000000306A526533DF624074733B4558E340C0
150507-185872;;150507;185872;0;No error;5;0104000020E6100000020000000101000000B4C12E2F65DB624025B44016FDF940C00101000000462EEEF564DB6240C43D3B8501FA40C0
165108-162127;;165108;162127;0;No error;5;0104000020E610000002000000010100000037267ACFF7DB6240D9D138D4EFE240C00101000000A4124317F9DB62404A737511F0E240C0
185872-150507;;185872;150507;0;No error;5;0104000020E6100000020000000101000000462EEEF564DB6240C43D3B8501FA40C00101000000B4C12E2F65DB624025B44016FDF940C0
190572-2200761;;190572;2200761;0;No error;5;0104000020E6100000020000000101000000BF32CA8EE8D96240DEB3098BE5FC40C00101000000D3A57F49EAD962406B76EE87E9FC40C0
198508-240177;;198508;240177;0;No error;5;0104000020E6100000020000000101000000D25625913DD66240F89B9A159B0B41C00101000000CEA1B19B3ED662406338E85C9B0B41C0
198627-688747;;198627;688747;0;No error;5;0104000020E610000002000000010100000012CF23901CCA6240F2ABDE86BD4E41C00101000000011B6BDA20CA6240826F3F85C84E41C0
203829-256438;;203829;256438;0;No error;5;0104000020E6100000020000000101000000ECB886BEE0DB6240BA87DFA870E240C001010000007BD22E4BE0DB62405F306E5974E240C0
213040-77727;;213040;77727;0;No error;5;0104000020E6100000020000000101000000D2C842CF01DB6240DF20109EBFE240C00101000000A2B19BBE03DB6240E70F17CAD3E240C0
219558-342114;;219558;342114;0;No error;5;0104000020E61000000200000001010000004DADAD8ED2DB624008FA55CA7C4341C0010100000026AC8DB1D3DB624008E6E8F17B4341C0
223532-1303215;;223532;1303215;0;No error;5;0104000020E6100000020000000101000000C89750C1E1DB62401F4718AB72E240C00101000000B9B0242FE1DB62405EB46C5276E240C0
226797-235619;;226797;235619;0;No error;5;0104000020E61000000200000001010000002272FA7A3ED66240DAB91FA6330B41C00101000000346D5A843DD662406946F58C330B41C0
227763-900493;;227763;900493;0;No error;5;0104000020E61000000200000001010000000CB1FA23CCDB6240AE78341F214441C0010100000061E52BDCCDDB624089AD45B0164441C0
227832-374275;;227832;374275;0;No error;5;0104000020E61000000200000001010000007CA5E2B581DB6240AA12C0289CF640C00101000000D8857A5582DB62404EAC9D7296F640C0
228261-289081;;228261;289081;0;No error;5;0104000020E610000002000000010100000001F2CA9ABDDF62403BC6151747FA40C00101000000B05AF4A9BEDF6240D1AE42CA4FFA40C0
228784-1078724;;228784;1078724;0;No error;5;0104000020E6100000020000000101000000AD0B89C5390F6340631690ACB2E73FC0010100000027AC4324390F63409BCB683FADE73FC0
230404-1440830;;230404;1440830;0;No error;5;0104000020E61000000200000001010000008C99E9032ECA6240874AC8AC834E41C00101000000EC66EB8527CA624004ED69E2784E41C0
230723-1291113;;230723;1291113;0;No error;5;0104000020E6100000020000000101000000D171DAF8F8DB62403FEBD09FECE240C00101000000EC2301B4F7DB6240817E3A79ECE240C0
235619-226797;;235619;226797;0;No error;5;0104000020E6100000020000000101000000346D5A843DD662406946F58C330B41C001010000002272FA7A3ED66240DAB91FA6330B41C0
236057-845012;;236057;845012;0;No error;5;0104000020E6100000020000000101000000851ED6C03BD662403A2CC36E8E0A41C0010100000095C61E903AD66240BDAEBA698E0A41C0
240177-198508;;240177;198508;0;No error;5;0104000020E6100000020000000101000000CEA1B19B3ED662406338E85C9B0B41C00101000000D25625913DD66240F89B9A159B0B41C0
256438-203829;;256438;203829;0;No error;5;0104000020E61000000200000001010000007BD22E4BE0DB62405F306E5974E240C00101000000ECB886BEE0DB6240BA87DFA870E240C0
259970-93333;;259970;93333;0;No error;5;0104000020E610000002000000010100000057BA71416CE26240185A42E32EED40C001010000008FE964046FE262403885950A2AED40C0
264086-289081;;264086;289081;0;No error;5;0104000020E6100000020000000101000000A21A4009BDDF62403ADA82EF47FA40C00101000000B05AF4A9BEDF6240D1AE42CA4FFA40C0
289081-228261;;289081;228261;0;No error;5;0104000020E6100000020000000101000000B05AF4A9BEDF6240D1AE42CA4FFA40C0010100000001F2CA9ABDDF62403BC6151747FA40C0
292333-1011275;;292333;1011275;0;No error;5;0104000020E61000000200000001010000000FE72B92400F63405BA5057987E73FC001010000000692C19B3F0F634099E3CBFA83E73FC0
292958-343144;;292958;343144;0;No error;5;0104000020E61000000200000001010000007B19202C3EDC6240EEFA16E7B9F640C00101000000D7FC53053EDC6240DE9ED623C3F640C0
304598-330627;;304598;330627;0;No error;5;0104000020E6100000020000000101000000F51439441CD362407E29F2DA5BDC40C0010100000096AC2FB720D3624068695D5958DC40C0
315680-487735;;315680;487735;0;No error;5;0104000020E6100000020000000101000000954FEA264CDA6240E12E562F1ADE40C001010000000FAB894F4BDA6240EDAEFDAE19DE40C0
320622-1392262;;320622;1392262;0;No error;5;0104000020E6100000020000000101000000A7913B1169F96240F5EF9F13E76F40C00101000000C596790668F9624078E860A2E66F40C0
321319-336966;;321319;336966;0;No error;5;0104000020E610000002000000010100000082DF2B5F3CDA624059CCBEE1F4DF40C001010000000537AD6F3BDA62401E86FB6DF4DF40C0
322741-505991;;322741;505991;0;No error;5;0104000020E6100000020000000101000000B92EA1274ADA62401AEE6D4441DE40C001010000000A0B934E49DA624091AE3EC340DE40C0
329928-490674;;329928;490674;0;No error;5;0104000020E61000000200000001010000007F61438148DA6240225CB7F75FDE40C001010000001D2098A347DA62401D716D4D5FDE40C0
330627-304598;;330627;304598;0;No error;5;0104000020E610000002000000010100000096AC2FB720D3624068695D5958DC40C00101000000F51439441CD362407E29F2DA5BDC40C0
336966-321319;;336966;321319;0;No error;5;0104000020E61000000200000001010000000537AD6F3BDA62401E86FB6DF4DF40C0010100000082DF2B5F3CDA624059CCBEE1F4DF40C0
341855-1419209;;341855;1419209;0;No error;5;0104000020E6100000020000000101000000EEE9EA8E05DB6240A2630795B80241C00101000000B80B282F0DDB624074B2D47ABF0241C0
342114-219558;;342114;219558;0;No error;5;0104000020E610000002000000010100000026AC8DB1D3DB624008E6E8F17B4341C001010000004DADAD8ED2DB624008FA55CA7C4341C0
343144-292958;;343144;292958;0;No error;5;0104000020E6100000020000000101000000D7FC53053EDC6240DE9ED623C3F640C001010000007B19202C3EDC6240EEFA16E7B9F640C0
359492-874734;;359492;874734;0;No error;5;0104000020E6100000020000000101000000EC376E8C38DB6240A230838CDBF940C001010000002A1900AA38DB6240BCCCB051D6F940C0
361744-806158;;361744;806158;0;No error;5;0104000020E61000000200000001010000008AD640A96CDB6240701AEC9799F640C00101000000FBD3A12E6DDB624037E6D07D94F640C0
373000-179261;;373000;179261;0;No error;5;0104000020E6100000020000000101000000A268797955E362409C1727BEDAFB40C001010000000D8B51D75AE36240BB25DEA6E4FB40C0
374275-227832;;374275;227832;0;No error;5;0104000020E6100000020000000101000000D8857A5582DB62404EAC9D7296F640C001010000007CA5E2B581DB6240AA12C0289CF640C0
399301-399869;;399301;399869;0;No error;5;0104000020E610000002000000010100000002CB5BBF6AB66240F4B92418186241C00101000000B519A7216AB6624007730525166241C0
399869-399301;;399869;399301;0;No error;5;0104000020E6100000020000000101000000B519A7216AB6624007730525166241C0010100000002CB5BBF6AB66240F4B92418186241C0
405937-2215268;;405937;2215268;0;No error;5;0104000020E610000002000000010100000043BB54B699DB6240B74B76C7BDDE40C0010100000026016A6A99DB62406E1D77A5C0DE40C0
441561-468144;;441561;468144;0;No error;5;0104000020E6100000020000000101000000B0253F3D91B66240F0A72105AA6141C00101000000BC77D49890B662406EE3AA0DA96141C0
488022-1119190;;488022;1119190;0;No error;5;0104000020E61000000200000001010000006684B70761F8624006F52D73BA6040C001010000000454DDC861F8624077483140A26040C0
490674-329928;;490674;329928;0;No error;5;0104000020E61000000200000001010000001D2098A347DA62401D716D4D5FDE40C001010000007F61438148DA6240225CB7F75FDE40C0
505991-322741;;505991;322741;0;No error;5;0104000020E61000000200000001010000000A0B934E49DA624091AE3EC340DE40C00101000000B92EA1274ADA62401AEE6D4441DE40C0
522930-814964;;522930;814964;0;No error;5;0104000020E6100000020000000101000000A312E85D463263403A652431F73F3CC0010100000062FF2BE13F32634082C7B7770D403CC0
551396-530012;;551396;530012;0;No error;5;0104000020E6100000020000000101000000CA77DFE76EDC62400D350A4966E040C001010000008EA1AD946FDC62404A873DA363E040C0
578373-24960;;578373;24960;0;No error;5;0104000020E6100000020000000101000000FCCD7AE7460F63409A17714BF5E63FC00101000000DB8C2ECA470F6340203FC0FFFBE63FC0
588023-21354;;588023;21354;0;No error;5;0104000020E6100000020000000101000000C69F4DB3250F63404D3D1C6ED1E73FC00101000000CC176A03260F634008BAAC78D9E73FC0
588169-1092182;;588169;1092182;0;No error;5;0104000020E61000000200000001010000004B17073C150F63402C50E67A36E83FC00101000000F53B5E92140F63405E5CF45F31E83FC0
603758-918310;;603758;918310;0;No error;5;0104000020E6100000020000000101000000D85AA9B14EA5624015F18C6C9DAD41C001010000003FBCF8EC4AA5624049FE16539FAD41C0
604896-618684;;604896;618684;0;No error;5;0104000020E61000000200000001010000008CFE863FF90E63401398F331C4E83FC0010100000019F329B6F80E6340A5F4F175BEE83FC0
618684-604896;;618684;604896;0;No error;5;0104000020E610000002000000010100000019F329B6F80E6340A5F4F175BEE83FC001010000008CFE863FF90E63401398F331C4E83FC0
626194-2218943;;626194;2218943;0;No error;5;0104000020E61000000200000001010000006D4ECA498DEB6240A9386975CDB940C001010000004FBF55E88DEB624048E240A3CFB940C0
627080-2146755;;627080;2146755;0;No error;5;0104000020E61000000200000001010000009F19694E83EB6240C5D3E1D7FEB940C00101000000BFF5BC7684EB624012B3A899FFB940C0
674551-1296235;;674551;1296235;0;No error;5;0104000020E6100000020000000101000000291B7B9B63DB6240BEB6C887EAE240C00101000000F349383E64DB6240C8B4368DEDE240C0
688747-198627;;688747;198627;0;No error;5;0104000020E6100000020000000101000000011B6BDA20CA6240826F3F85C84E41C0010100000012CF23901CCA6240F2ABDE86BD4E41C0
694502-690200;;694502;690200;0;No error;5;0104000020E6100000020000000101000000E469F9816BEB62404C42D8DFC8BA40C001010000002E97E8876CEB624093EE9D87C9BA40C0
696626-1895265;;696626;1895265;0;No error;5;0104000020E61000000200000001010000000DB1B096B1EB6240156987646DB940C00101000000D7C86427B2EB62402C0142356FB940C0
704956-724321;;704956;724321;0;No error;5;0104000020E6100000020000000101000000E36A099EE70E63402A638DC415E93FC00101000000AD6BB41CE80E6340813A8A181BE93FC0
712121-722949;;712121;722949;0;No error;5;0104000020E6100000020000000101000000662A696AFEE662404953F30B65F640C00101000000A598CD2DFEE662401D66796869F640C0
722949-712121;;722949;712121;0;No error;5;0104000020E6100000020000000101000000A598CD2DFEE662401D66796869F640C00101000000662A696AFEE662404953F30B65F640C0
724321-704956;;724321;704956;0;No error;5;0104000020E6100000020000000101000000AD6BB41CE80E6340813A8A181BE93FC00101000000E36A099EE70E63402A638DC415E93FC0
724495-749267;;724495;749267;0;No error;5;0104000020E61000000200000001010000005B689DA7F00E6340616D8C9DF0E83FC001010000009A4CCBFEEF0E6340F3C98AE1EAE83FC0
731299-527571;;731299;527571;0;No error;5;0104000020E6100000020000000101000000F55EC65E39326340AF0C05C7C03F3CC00101000000B81FF0C04032634074FC06DCA93F3CC0
746171-1022357;;746171;1022357;0;No error;5;0104000020E61000000200000001010000003A5D16135BE562407BF1EAC1494740C00101000000354646625DE562405169C4CC3E4740C0
749267-724495;;749267;724495;0;No error;5;0104000020E61000000200000001010000009A4CCBFEEF0E6340F3C98AE1EAE83FC001010000005B689DA7F00E6340616D8C9DF0E83FC0
756310-1169670;;756310;1169670;0;No error;5;0104000020E61000000200000001010000008C0D82339DDC6240D9435612343D41C001010000001ED665429DDC6240D5366A2A303D41C0
759708-2149817;;759708;2149817;0;No error;5;0104000020E610000002000000010100000015D742DAD0DA624055771B8AF1E740C0010100000057DDD90DD1DA624010CCD1E3F7E740C0
772078-1148056;;772078;1148056;0;No error;5;0104000020E6100000020000000101000000706072A388106340FC3FE2B2651740C00101000000C1B22D5E87106340028D8818651740C0
775609-2211904;;775609;2211904;0;No error;5;0104000020E61000000200000001010000009344E515BEDA6240D87B968C08E840C00101000000B1016C9BBDDA624082621A3C02E840C0
806158-361744;;806158;361744;0;No error;5;0104000020E6100000020000000101000000FBD3A12E6DDB624037E6D07D94F640C001010000008AD640A96CDB6240701AEC9799F640C0
813941-828214;;813941;828214;0;No error;5;0104000020E61000000200000001010000009542C5DD8510634009E7AE809D1740C0010100000048C2BE9D84106340985F178F9C1740C0
823655-828661;;823655;828661;0;No error;5;0104000020E6100000020000000101000000CBE31F6CA7DA624053ED2EAB0BE840C001010000005D95FA68A7DA62401B24E93F10E840C0
828214-813941;;828214;813941;0;No error;5;0104000020E610000002000000010100000048C2BE9D84106340985F178F9C1740C001010000009542C5DD8510634009E7AE809D1740C0
814964-522930;;814964;522930;0;No error;5;0104000020E610000002000000010100000062FF2BE13F32634082C7B7770D403CC00101000000A312E85D463263403A652431F73F3CC0
828661-823655;;828661;823655;0;No error;5;0104000020E61000000200000001010000005D95FA68A7DA62401B24E93F10E840C00101000000CBE31F6CA7DA624053ED2EAB0BE840C0
837502-868377;;837502;868377;0;No error;5;0104000020E61000000200000001010000004A5E9D6380D9624028B9C326322C41C001010000007F85CC9581D96240F7B82528342C41C0
845012-236057;;845012;236057;0;No error;5;0104000020E610000002000000010100000095C61E903AD66240BDAEBA698E0A41C00101000000851ED6C03BD662403A2CC36E8E0A41C0
868377-837502;;868377;837502;0;No error;5;0104000020E61000000200000001010000007F85CC9581D96240F7B82528342C41C001010000004A5E9D6380D9624028B9C326322C41C0
874734-359492;;874734;359492;0;No error;5;0104000020E61000000200000001010000002A1900AA38DB6240BCCCB051D6F940C00101000000EC376E8C38DB6240A230838CDBF940C0
882172-898979;;882172;898979;0;No error;5;0104000020E61000000200000001010000007BE5304EB2D96240F25B74B2D42C41C001010000000DF32F93B2D9624012AFA18AD12C41C0
900493-227763;;900493;227763;0;No error;5;0104000020E610000002000000010100000061E52BDCCDDB624089AD45B0164441C001010000000CB1FA23CCDB6240AE78341F214441C0
918310-603758;;918310;603758;0;No error;5;0104000020E61000000200000001010000003FBCF8EC4AA5624049FE16539FAD41C00101000000D85AA9B14EA5624015F18C6C9DAD41C0
944784-949984;;944784;949984;0;No error;5;0104000020E6100000020000000101000000079B95487D946240ED5E93DA301F40C001010000006467C00F7D946240D24C9C81361F40C0
949984-944784;;949984;944784;0;No error;5;0104000020E61000000200000001010000006467C00F7D946240D24C9C81361F40C00101000000079B95487D946240ED5E93DA301F40C0
952062-206849;;952062;206849;0;No error;5;0104000020E6100000020000000101000000A2B8E34D3E0F6340FE0DDAAB8FE73FC0010100000095AB69283F0F6340EA060ABC93E73FC0
960047-24960;;960047;24960;0;No error;5;0104000020E61000000200000001010000009BC019A1440F63409340DE0610E73FC00101000000DB8C2ECA470F6340203FC0FFFBE63FC0
962132-88982;;962132;88982;0;No error;5;0104000020E6100000020000000101000000FE028B0DE7DB6240EAD21ADE073941C001010000001279DC01E8DB6240855D143DF03841C0
1022357-746171;;1022357;746171;0;No error;5;0104000020E6100000020000000101000000354646625DE562405169C4CC3E4740C001010000003A5D16135BE562407BF1EAC1494740C0
1078724-228784;;1078724;228784;0;No error;5;0104000020E610000002000000010100000027AC4324390F63409BCB683FADE73FC00101000000AD0B89C5390F6340631690ACB2E73FC0
1092182-588169;;1092182;588169;0;No error;5;0104000020E6100000020000000101000000F53B5E92140F63405E5CF45F31E83FC001010000004B17073C150F63402C50E67A36E83FC0
1138134-1130855;;1138134;1130855;0;No error;5;0104000020E61000000200000001010000001FD61BB582106340C9CB9A58E01740C00101000000F0B3DB7881106340768BC058DF1740C0
1169670-756310;;1169670;756310;0;No error;5;0104000020E61000000200000001010000001ED665429DDC6240D5366A2A303D41C001010000008C0D82339DDC6240D9435612343D41C0
1177405-1185594;;1177405;1185594;0;No error;5;0104000020E610000002000000010100000062026D618CB86240D1144BDB095F41C0010100000050ABE80F8DB8624063601DC70F5F41C0
1177758-12805;;1177758;12805;0;No error;5;0104000020E6100000020000000101000000AABE4E4585A662402C96C73FD8AE41C00101000000869D184886A6624013EC6415DBAE41C0
1185594-1177405;;1185594;1177405;0;No error;5;0104000020E610000002000000010100000050ABE80F8DB8624063601DC70F5F41C0010100000062026D618CB86240D1144BDB095F41C0
1218217-1227130;;1218217;1227130;0;No error;5;0104000020E610000002000000010100000014B35E0CE5EB62401EA44C0FAFAE40C0010100000096A5E727E6EB624012CEB8BAADAE40C0
1227130-1218217;;1227130;1218217;0;No error;5;0104000020E610000002000000010100000096A5E727E6EB624012CEB8BAADAE40C0010100000014B35E0CE5EB62401EA44C0FAFAE40C0
1241827-288873;;1241827;288873;0;No error;5;0104000020E61000000200000001010000009AF8591B99F6624039414063CB7240C0010100000041B0F4EB98F66240BA13ECBFCE7240C0
1278332-1349888;;1278332;1349888;0;No error;5;0104000020E6100000020000000101000000F673547FCED9624008AC1C5A64DD40C00101000000999020A6CED9624078E5C46867DD40C0
1279734-1300438;;1279734;1300438;0;No error;5;0104000020E6100000020000000101000000C1EB8E20F0E662400A9A3B9FA6DA40C001010000008D576A07EDE66240A6EB2EF598DA40C0
1280764-1635990;;1280764;1635990;0;No error;5;0104000020E610000002000000010100000057056A313841624096010C70E62441C001010000000DDC2681324162406F78E68AF72441C0
1289620-1362652;;1289620;1362652;0;No error;5;0104000020E61000000200000001010000009C5324BAC2D96240BED3090D69DD40C0010100000073309B00C3D96240A529A7E26BDD40C0
1291113-230723;;1291113;230723;0;No error;5;0104000020E6100000020000000101000000EC2301B4F7DB6240817E3A79ECE240C00101000000D171DAF8F8DB62403FEBD09FECE240C0
1291207-1300438;;1291207;1300438;0;No error;5;0104000020E6100000020000000101000000566C825EEEE6624006CC8D3397DA40C001010000008D576A07EDE66240A6EB2EF598DA40C0
0-674551;;0;674551;0;No error;5;0104000020E6100000020000000101000000F349383E64DB6240C8B4368DEDE240C00101000000291B7B9B63DB6240BEB6C887EAE240C0
1297331-1343004;;1297331;1343004;0;No error;5;0104000020E6100000020000000101000000F6D44565DED9624084EC61D45ADD40C00101000000A937FE9FDED962402F8672A25DDD40C0
1297530-1347987;;1297530;1347987;0;No error;5;0104000020E6100000020000000101000000C383C190F0D9624061B719B84DDD40C001010000004FD4884FF0D962407A8F8E064BDD40C0
1297608-2179002;;1297608;2179002;0;No error;5;0104000020E6100000020000000101000000725303CDE7D96240D0F9DF00E9FC40C00101000000B8585183E9D96240C2F7FE06EDFC40C0
1300438-1291207;;1300438;1291207;0;No error;5;0104000020E61000000200000001010000008D576A07EDE66240A6EB2EF598DA40C00101000000566C825EEEE6624006CC8D3397DA40C0
1342042-1364629;;1342042;1364629;0;No error;5;0104000020E6100000020000000101000000BF6378EC27DC6240F784364AA8DF40C0010100000018C6826727DC6240F6C07DD3AADF40C0
1343004-1297331;;1343004;1297331;0;No error;5;0104000020E6100000020000000101000000A937FE9FDED962402F8672A25DDD40C00101000000F6D44565DED9624084EC61D45ADD40C0
1343738-1394321;;1343738;1394321;0;No error;5;0104000020E6100000020000000101000000452454BA85DB6240D93D7958A8DE40C00101000000B0928FDD85DB62401DDD5218A5DE40C0
1345573-2157224;;1345573;2157224;0;No error;5;0104000020E6100000020000000101000000D7E143E40FE762406AE514D33BDD40C0010100000060D9BBF510E762407C5006FD3BDD40C0
